work_od,rho_3_od,T_3_od,P_3_od,alpha_3_od,flow_coeff_2_od,incidence_2,v_2_od,C_w_3_od,C_a_3_od,U_mean_od,flow_coeff_3_od,M_2_rel_od,M_3_rel_od
211035.18298858218,1.5059984356810567,1004.3701066493641,434.11040531466364,37.77261574214023,0.5843288872983216,6.356086705924419,247.79935345421265,204.78215197112996,264.2642642642643,308.7930031331669,0.8557974487210139,0.3754545551434217,0.9316507337375208
211035.18298858218,1.5059984356810567,1004.3701066493641,434.11040531466364,37.77261574214023,0.5669280322208763,6.386056881257957,243.91458420462556,204.78215197112996,264.2642642642643,308.7930031331669,0.8557974487210139,0.3677111183414404,0.9316507337375208
211035.18298858218,1.5059984356810567,1004.3701066493641,434.11040531466364,37.77261574214023,0.5669280322208763,6.386056881257957,243.91458420462556,204.78215197112996,264.2642642642643,308.7930031331669,0.8557974487210139,0.3677111183414404,0.9316507337375208
211035.18298858218,1.5059984356810567,1004.3701066493641,434.11040531466364,37.77261574214023,0.5669280322208763,6.386056881257957,243.91458420462556,204.78215197112996,264.2642642642643,308.7930031331669,0.8557974487210139,0.3677111183414404,0.9316507337375208
211035.18298858218,1.5059984356810567,1004.3701066493641,434.11040531466364,37.77261574214023,0.5669280322208763,6.386056881257957,243.91458420462556,204.78215197112996,264.2642642642643,308.7930031331669,0.8557974487210139,0.3677111183414404,0.9316507337375208
211523.54451987523,1.5090002667427242,1005.0369772572785,435.2645061622824,21.879707784184838,0.6447745628502242,6.863439311258517,272.47614023579524,123.73192771201258,308.1081081081081,338.2657868315979,0.9108462046783837,0.41521894528220243,0.8954410971475333
211523.54451987523,1.5090002667427242,1005.0369772572785,435.2645061622824,21.879707784184838,0.6251161960525716,6.944694677736564,267.1830368275718,123.73192771201258,308.1081081081081,338.2657868315979,0.9108462046783837,0.4050572367758641,0.8954410971475333
211523.54451987523,1.5090002667427242,1005.0369772572785,435.2645061622824,21.879707784184838,0.6062489193050441,7.020386455501242,262.161066591736,123.73192771201258,308.1081081081081,338.2657868315979,0.9108462046783837,0.39541891107399363,0.8954410971475333
211855.1474488228,1.5055341962226114,1004.2668946142383,433.9319896171192,24.6393200328557,0.6353186754284613,7.3456729929664455,261.22452790312235,139.52816242678597,304.2042042042042,338.2657868315979,0.8993052683617959,0.3980729206744929,0.9136950691760608
211855.1474488228,1.5055341962226114,1004.2668946142383,433.9319896171192,24.6393200328557,0.6159486067648303,7.450350391072071,255.86119379877834,139.52816242678597,304.2042042042042,338.2657868315979,0.8993052683617959,0.38789299421426476,0.9136950691760608
211855.1474488228,1.5055341962226114,1004.2668946142383,433.9319896171192,24.6393200328557,0.597358026486362,7.549772874724919,250.7668240536166,139.52816242678597,304.2042042042042,338.2657868315979,0.8993052683617959,0.3782329153214184,0.9136950691760608
212281.32617957177,1.5017162274466684,1003.4172588630713,432.4653704134671,27.402750256388227,0.6053335489021142,7.989922735105136,244.67085610711035,155.36782051086982,299.6996996996997,338.2657868315979,0.8859888033811179,0.37092811755968486,0.9319518756035058
212281.32617957177,1.5017162274466684,1003.4172588630713,432.4653704134671,27.402750256388227,0.5870633526348931,8.116142032953931,239.52258632792237,155.36782051086982,299.6996996996997,338.2657868315979,0.8859888033811179,0.3612731726137982,0.9319518756035058
209741.79545543133,1.5050450505149118,1004.1581223393897,433.74402183287754,26.785270022392424,0.7056996342600411,4.850027149230179,309.26483205639073,150.98932421488718,299.09909909909913,308.7930031331669,0.9686071124160567,0.47374404101325995,0.8848536406030443
209741.79545543133,1.5050450505149118,1004.1581223393897,433.74402183287754,26.785270022392424,0.6839628474853386,4.859439214814827,304.57252673090085,150.98932421488718,299.09909909909913,308.7930031331669,0.9686071124160567,0.4641297516975265,0.8848536406030443
209741.79545543133,1.5050450505149118,1004.1581223393897,433.74402183287754,26.785270022392424,0.663109679096689,4.86411555087448,300.14310803853914,150.98932421488718,299.09909909909913,308.7930031331669,0.9686071124160567,0.4550256611458068,0.8848536406030443
209741.79545543133,1.5050450505149118,1004.1581223393897,433.74402183287754,26.785270022392424,0.6430956818454816,4.864178115375651,295.9613603767642,150.98932421488718,299.09909909909913,308.7930031331669,0.9686071124160567,0.446400071382098,0.8848536406030443
209741.79545543133,1.5050450505149118,1004.1581223393897,433.74402183287754,26.785270022392424,0.6430956818454816,4.864178115375651,295.9613603767642,150.98932421488718,299.09909909909913,308.7930031331669,0.9686071124160567,0.446400071382098,0.8848536406030443
210028.1605150107,1.501857011276577,1003.4486138987868,432.5194285007812,29.50918118144771,0.6916661866004626,5.191082163927327,296.14067798434303,166.2260291679383,293.6936936936937,308.7930031331669,0.9511021646013086,0.45363994529817125,0.9012591671110176
210028.1605150107,1.501857011276577,1003.4486138987868,432.5194285007812,29.50918118144771,0.6916661866004626,5.191082163927327,296.14067798434303,166.2260291679383,293.6936936936937,308.7930031331669,0.9511021646013086,0.45363994529817125,0.9012591671110176
210028.1605150107,1.501857011276577,1003.4486138987868,432.5194285007812,29.50918118144771,0.6703616546331614,5.20979867935953,291.4316469434456,166.2260291679383,293.6936936936937,308.7930031331669,0.9511021646013086,0.4441047240356345,0.9012591671110176
210028.1605150107,1.501857011276577,1003.4486138987868,432.5194285007812,29.50918118144771,0.6703616546331614,5.20979867935953,291.4316469434456,166.2260291679383,293.6936936936937,308.7930031331669,0.9511021646013086,0.4441047240356345,0.9012591671110176
210028.1605150107,1.501857011276577,1003.4486138987868,432.5194285007812,29.50918118144771,0.6499231695359737,5.223430492168973,286.98316501425387,166.2260291679383,293.6936936936937,308.7930031331669,0.9511021646013086,0.43507480565424017,0.9012591671110176
210028.1605150107,1.501857011276577,1003.4486138987868,432.5194285007812,29.50918118144771,0.6499231695359737,5.223430492168973,286.98316501425387,166.2260291679383,293.6936936936937,308.7930031331669,0.9511021646013086,0.43507480565424017,0.9012591671110176
210028.1605150107,1.501857011276577,1003.4486138987868,432.5194285007812,29.50918118144771,0.6303071679322748,5.232067999599515,282.7803637028702,166.2260291679383,293.6936936936937,308.7930031331669,0.9511021646013086,0.42651910499978696,0.9012591671110176
210028.1605150107,1.501857011276577,1003.4486138987868,432.5194285007812,29.50918118144771,0.6303071679322748,5.232067999599515,282.7803637028702,166.2260291679383,293.6936936936937,308.7930031331669,0.9511021646013086,0.42651910499978696,0.9012591671110176
210028.1605150107,1.501857011276577,1003.4486138987868,432.5194285007812,29.50918118144771,0.6303071679322748,5.232067999599515,282.7803637028702,166.2260291679383,293.6936936936937,308.7930031331669,0.9511021646013086,0.42651910499978696,0.9012591671110176
210547.64534753215,1.497670834282792,1002.515440204024,430.9127449492696,32.279408287163065,0.6551851234844238,5.591291223223735,278.32399393733164,181.9136170444403,287.987987987988,308.7930031331669,0.9326247196857412,0.4241303297579782,0.9186206642544265
210547.64534753215,1.497670834282792,1002.515440204024,430.9127449492696,32.279408287163065,0.6551851234844238,5.591291223223735,278.32399393733164,181.9136170444403,287.987987987988,308.7930031331669,0.9326247196857412,0.4241303297579782,0.9186206642544265
210547.64534753215,1.497670834282792,1002.515440204024,430.9127449492696,32.279408287163065,0.6352093517652563,5.6153189862425705,273.8728974750659,181.9136170444403,287.987987987988,308.7930031331669,0.9326247196857412,0.4151992596395323,0.9186206642544265
210547.64534753215,1.497670834282792,1002.515440204024,430.9127449492696,32.279408287163065,0.6352093517652563,5.6153189862425705,273.8728974750659,181.9136170444403,287.987987987988,308.7930031331669,0.9326247196857412,0.4151992596395323,0.9186206642544265
